raw_text,cleaned_words
거실에서 조그마한 디비디 플레이어를 앞에 두고 언니동생이랑 자리 싸움하면서 함께 봤다,거실 조그마하다 디비디 플레이어 동생 자리 싸움
스토리는 빈약하지만 전체적인 완성도는 좋았다,스토리 빈약하다 전체 완성
그치만 그거랑 별개로 영화는 참 좋았어요...,별개
이런 만화영화를 보고 자랄 아이들이 부럽고 미래가 기대된다!,만화영화 보고 아이 부럽다 미래 기대
판타스틱 조합의 k-pop 한상차림 :),판타스틱 조합 상차림
시즌2 내놔... 조이랑 미라 서사도 내놔.. 그리고 사자보이즈 살려내...,시즌 조이 미라 서사 사자 보이즈
루미의 각성과 k-pop의 흥행이 겹쳐진다...,루미 각성 흥행
뮤지컬이 아니라 영화다. 하지만 내게 기억 남는 것은 스토리가 아닌 음악 뿐이었다,뮤지컬 기억 스토리 음악 뿐이다
뭐지? 싶은데 끊을 수가 없음. 보고나면 귓가에 맴도는 노래들이 하나같이 주옥같음.,수가 귓가 맴도 노래 주옥
"들썩이는 우리 것에 업, 업, 업",우리
어린시절 처음 맛 본 슈팅스타 같은 영화,어린시절 처음 슈팅 스타
루미야 정신차려서 다행이다,루미 정신차리다 다행
겨울왕국 열화판에 케이팝을 끼얹다,겨울왕국 화판
내용은 좀 유치한데 노래가 왜이리 좋아,내용 유치하다 노래
약간 이거 봐도 되나.. 반의심하면서 플레이했다가 오프닝부터 정자세로 몰입하는 거임 그리고 이제 헤어날 수 없어,약간 반의 심하다 플레이 오프닝 정자 세로 몰입 거임 이제 헤어
한국 홍보 컨텐츠 goat.,한국 홍보 컨텐츠
루미네 엄빠와 셀린 이야기가 궁금하다................,루미 엄빠 셀린 이야기 궁금하다
갓을 쓰든 안 쓰든 한국적이라 좋았다.,한국
갑자기 감독의 철학이 막 느껴지고 막 그런다.,갑자기 철학
한인타운에서 먹는 맛깔나는 김치찌개,한인타운 맛깔나다 김치찌개
반신반의했는데 너무 재밌었음,반신반의 재밌다
팝콘 무비로 이만하면 훌륭하지,팝콘 무비 이만 훌륭하다
케이팝/아이돌 문화엔 아직도 꽤 비판적이어서. 케이팝이 니시취향인 나라에서 나고 자란 사람이면 이게 신기하고 쿨해보일 수도 있는데… 케이팝이 니시가 아니라 대중취향인 나라에서 어린 시절 나고 자라서 좋아하기가 어렵다. ㅎㅎㅎㅎㅎ 새로운 것에 굶주린 마켓에 신선한 케이- 어쩌구 고기 던져주지 맛있지. 국뽕 마케팅에도 적절하고.,아이돌 문화 비판 취향 나라 사람 이면 신기하다 쿨하다 수도 니시 대중 취향 나라 시절 좋아하다 어렵다 새롭다 마켓 신선하다 케이 어쩌구 고기 맛있다 국뽕 마케팅 적절하다
사랑해요 헌트릭스ㅠㅠㅠㅠㅠㅠㅠ,사랑 트릭
"주인공들에게 부과된 책무에 비해, 능력과 책임의식이 가벼워, 이입이 어렵다.",주인공 부과 책무 능력 책임 의식 가볍다 이입 어렵다
혼문을 파괴하려다가 혼구녕 나는 프론트맨 황인호.,혼문 파괴 혼구 프론트맨 인호
닿는 것마다 황금으로 변하게끔 하는 케이팝이라는 이름의 미다스의 손.,황금 변하다 이름 미다스
그중에 최고는 음악이니라...,최고 음악
기본 베이스에 탄탄한 넘버.,기본 베이스 탄탄하다 넘버
"지금까지 보지도 생각지도 못한 상상력이 어우러짐. 다만, 결말이 조금은 허무하게 전개되지않았나생각",지금 보지 지도 상상력 다만 결말 조금 허무하다 전개
그래서 진우는 어케됨..?제일 불쌍해,진우 어케됨 제일 불쌍하다
"기획 스토리 음악 다 좋은데 아무래도 한국 소재인데 국내 콘텐츠가 아니다보니 구멍도 좀 보임 (저승사자란 원래 영혼의 안내자인데 악령으로 나온다거나, 한국 배경인데 영어로 대사치는 어색함, 뜬금없는 한국어 등) 그리고 클라이맥스 노트가 골든보다 약하다는 아쉬움...",기획 스토리 음악 한국 소재 국내 콘텐츠 구멍 보임 저승사자 원래 영혼 안내 악령 한국 배경 영어 사치 어색하다 뜬금 한국어 클라이맥스 노트 약하다 아쉬움
예정보다 3년 일찍 보게 되어서 당황스러웠지만,예정 일찍 당황 스럽다
사이버 가수 아담은 근황 올림픽에도 못 나와...,사이버 가수 아담 근황 올림픽
"캐디도 잘 뽑혔고 스토리라인이 조금 급전개 라고 생각되지만 들은바 어른들의 사정이 있었다고,,,,ㅠ.ㅠ 노래랑 톡톡튀는 애니메이팅,연출들이 진짜 잘 어울어져서 넘 좋앗다",캐디 스토리 라인 조금 급전 어른 사정 노래 톡톡 애니메 연출
눈과 귀를 홀리는 코리안 판타지,홀리 코리안 판타지
이게 뭐 이리 난리인가 하고 봤는데,난리
"명료하지만 설득력은 부족한 메시지, 그래도 캐릭터랑 노래는 기깔나게 뽑았다.",명료하다 설득 부족하다 메시지 캐릭터 노래
컨텐츠의 영향력을 무시 못하는 이유,컨텐츠 영향력 무시 이유
Kpop의 힘을 빌려 나만의 정체성 일깨우기,정체
한국 사람인 나도 케이팝과 전통의 매력을 다시 생각하게 만드는 수많은 고심의 디테일들,한국 사람인 전통 매력 다시 수많다 고심 디테일
나도 모르는 한국적 요소들이 이렇게많구나. 감독이 궁금해지는 작품,한국 요소 궁금하다
제주도 여행 왔다갔다하면서 비행기에서 드디어 다 봤다!! K-POP과 퇴마의 만남이라.. 어떤 내용일지 전혀 감이 안 왔지만 보는 내내 이래서 세계적으로 유명해졌구나 라는 생각밖에 안 들었다. 일단 음악과 무대부터 그냥 전세계가 열광하는 케이팝 그 자체였다. 마침 기성세대 가수들?을 좋아하던ㅋㅋ 나도 물론 지금도 좋아하긴 하지만 암튼 요즘은 예전에 비해 케이팝에 엄청 빠져서 덕질까지 하고 있어서 그런가 케데헌의 매력에 푹 빠졌다ㅎㅋㅎㅋ 이 외에도 음식이나 의상 등 각종 한국 문화를 다 때려넣어서 뭔가 국뽕 차오르는 영화였다. 어찌보면 내용 전개에 있어서는 아쉬움도 있었지만 이런 소재와 장르로 이 정도면 정말 훌륭하게 잘 만든 것 같다.,제주도 여행 비행기 퇴마 만남 내용 일지 전혀 내내 세계 유명하다 일단 음악 무대 전세계 열광하다 자체 마침 기성세대 가수 좋아하다 지금 좋아하다 요즘 예전 덕질 런가 매력 음식 의상 각종 한국 문화 뭔가 국뽕 어찌 내용 전개 아쉬움 소재 장르 정도 훌륭하다
재밌다.인기 많은 이유가 있음. 다시 또 보고싶음,재밌다 인기 이유 다시
디즈니가 놓치고 있는 다양성의 루트.,디즈니 다양성 루트
"미남은 죽어서도 남돌이 된다는 케이팝씬의 무시무시한 전설,,,ㄷ ㄷ ㄷㄷㄷ",미남 돌이 무시무시하다 전설
요즘 아이들의 동심을 자극하는 법이 우리 세대의 동심을 자극했던 것과는 많이 달라졌다는 생각을 하면서도 결국 코어는 유사하다는 느낌을 받았다. 영화에 대한 큰 감흥이 없었지만 그럼에도 불구하고 까내리고 싶지 않은 것이 그런 점에 기인하는 것도 같다.,요즘 아이 동심 자극 우리 세대 동심 자극 코어 유사하다 대한 감흥 불구 기인
-2025년 8월 30일 넷플릭스,넷플릭스
김구선생님 우리가 해냈습니다,김구 선생님 우리
[ost 별 10점만점의 10점을 남기며 마무리..],만점 마무리
디즈니에서 흑인 케이팝헌터스를 만들지 않을지..,디즈니 흑인 헌터스
"국내가 아니 다른 나라에서 만들었지만, 나름 한국을 표현한 악마와 수호자에 대한 스토리나 케이팝을 담은 OST도 괜찮다.",국내 다른 나라 나름 한국 표현 악마 수호 대한 스토리 괜찮다
국뽕이라 치부하기엔 너무 글로벌해져버린,국뽕 치부 글로벌
케이팝 스타가 세상을 구하는 스토리를 보다니...,스타 세상 스토리
단계단계 감정 변화를 따라가기 힘들다. 이해는 되는데 공감이 안된달까. 한국식 미니드라마로 나오면 더 좋을 것 같다.,단계 단계 감정 변화 힘들다 이해 공감 안되다 한국 미니
온몸에 전율이 돋는 노래와 무대를 보며 눈물이 왈깍 쏟아진다.,온몸 전율 노래 무대 눈물 왈깍
한국인 의리로 봣음,한국인 의리 봣음
머야 재밌잖아,재밌다
"기대이상의 연출, 경이로운 국뽕, 찾게되는 플레이리스트",이상 연출 경이 국뽕 플레이 리스트
황당한 맥락의 영화는 좋은 음악과 만나 화려한 뮤직비디오가 되었다.,황당하다 맥락 음악 화려하다 뮤직비디오
이제 한국 문화가 세계를 지배할 것이다!!,이제 한국 문화 세계 지배
황당무계함의 선을 넘지 않음으로서,황당 음으로
미라랑 조이 성격 진짜 좋네,미라 조이 성격
일단 노래가 좋다. 극장에서 못보는게 아쉽다,일단 노래 극장 아쉽다
기대 안했는데 생각보다 재밌었다,기대 재밌다
k-pop 쇼츠를 1시간 40분동안 보았다.,쇼츠 시간 분동
"노래도 좋고, 소재도 신선하고, 즐겁다!",노래 소재 신선하다 즐겁다
"딱히 모자르지 않는 개연성에 좋은, catchy한 노래다. Let it go나 this is me같은 ‘나를 되찾는’ 노래에 또 한곡이 추가 되었다..",딱하다 개연 노래 노래 추가
생각보다 너무 잘 만든 애니메이션,애니메이션
(내가 본 것 중)케이팝씬을 가장 잘 표현해서 쉼없이 들썩들썩거리게되지만 묘하게 불편하고 답답한 건 왜일까,가장 표현 거리 불편하다 답답하다
나… 이런 커여운 애니메이션 좋아했구나?,여운 애니메이션 좋아하다
영화든 드라마든 항상 원어로 봐야한다 주의인데 이건 무조건 더빙판으로 봐야함 이 영화 한정 그게 오히려 덜 오글거림,항상 어로 야하다 주의 이건 무조건 더빙 야하다 한정 그게 오히려
토속의 스타일이 귀와 눈을 즐겁게,토속 스타일 즐겁다
우리의 문화가 잘 남겨졌다만 케이팝 시장이 혼문인지 귀마인지는 모르겠다,우리 문화 시장 혼문 마인
매일 아침 아무 이유없이 흥얼거리는 그 가사,매일 아침 아무 이유 가사
최대한 끝까지는 보려고 노력하였으나....,최대한 노력
노래는 좋다 국뽕점수 +1점,노래 국뽕 점수
마지막이 감동적이고 개인적으로 내용이 전반적으로 루즈하다 대신 노래는 다 좋다,마지막 감동 개인 내용 전반 루즈 대신 노래
"유치함과 오글거림을 뛰어넘는 막강한 기획과 OST의 힘! 내면 그대로 살아가는 건 가장 힘들지만, 결국 그것이 바른 길. 한류가 선도하는 시대의 꼭대기에서 표현하기 어려운 뭉클함이 밀려오네.",유치하다 막강 기획 내면 그대로 가장 힘들다 그것 한류 선도 시대 꼭대기 표현 어렵다 뭉클하다
아 시즌2 안효섭 안나오네 ㅜ,시즌 안효섭
노래 굿 문제에 대한 근본적 해결은 모르겠고 일단 감동으로 밀어붙인 느낌,노래 문제 대한 근본 해결 일단 감동
"제목에 걸맞은 노래들, 특유의 오글거림만 걷어낸다면..",제목 노래 특유
이전 세대 이야기를 내놓아라,이전 세대 이야기
곱씹을수록 맛있는 레몬맛 젤리,맛있다 레몬 젤리
그냥 노래좋고 작품성은 딱히 모르겠음,노래 성은 딱하다
넷플릭스 역대 1등이 이거라는 게 안타깝다,넷플릭스 역대 안타깝다
한달이나 늦게 본 내가 원망스럽다.,달이 원망 스럽다
사자 보이즈! 사자 보이즈! 사자 보이즈! 사자 보이즈! 사자 보이즈! 사자 보이즈! 사자 보이즈! 사자 보이즈! 사자 보이즈! 사자 보이즈! 사자 보이즈! 사자 보이즈! 사자 보이즈! 사자 보이즈! 사자 보이즈! 사자 보이즈! 사자 보이즈! 사자 보이즈! 사자 보이즈! 사자 보이즈! 사자 보이즈!,사자 보이즈 사자 보이즈 사자 보이즈 사자 보이즈 사자 보이즈 사자 보이즈 사자 보이즈 사자 보이즈 사자 보이즈 사자 보이즈 사자 보이즈 사자 보이즈 사자 보이즈 사자 보이즈 사자 보이즈 사자 보이즈 사자 보이즈 사자 보이즈 사자 보이즈 사자 보이즈 사자 보이즈
뻔하긴 한데 캐릭터 디자인을 개잘함,뻔하다 캐릭터 디자인
조선의 훌륭한 신구 조합,조선 훌륭하다 신구 조합
한국산 식재료로 미국의 유명한 셰프가 만든 얼큰한 국밥의 맛.,국산 재료 미국 유명하다 셰프 얼큰하다 국밥
영화로써 가치는 없는 1시간짜리 뮤직비디오,로써 가치 시간 뮤직비디오
"타인의 시선에서 멋있고, 귀엽게 탄생한 우리의 것들.",타인 시선 멋있다 귀엽다 탄생 우리
"결점을 숨기지 않고 직면하자는 메시지를 한 줄기 축으로 삼아, 인물들의 성장과 화해를 설득력 있게 이야기해요. 특히 서사의 핵심 감정이 노래로 이어질 때 전달력이 한층 또렷해집니다. 가사는 인물들이 말로 담아내지 못한 불안과 욕망을 자연스럽게 고백하게 만들어요. 다소 익숙한 성장 서사의 틀을 빌렸음에도, 음악을 고백의 언어로 삼은 선택이 영화에 고유한 결을 부여했어요!",결점 숨기 직면 메시지 줄기 인물 성장 화해 설득 이야기 서사 핵심 감정 노래 전달 한층 또렷하다 가사 인물 말로 불안 욕망 자연 고백 다소 익숙하다 성장 서사 음악 고백 언어 삼은 선택 고유 부여
K는 무엇이고 어디에 존재하는가,무엇 어디 존재
마이 리를 소다팝!,마이
소니 비주얼이 진짜 죽여주는구나(노래도 좋음).,소니 비주 노래
소니에서 만든 한국 베이스 영화라니... 이것만 해도 국뽕 차오른다.,소니 한국 베이스 해도 국뽕
golden이랑 soda pop이 신의한수...!,신의한수
